temperature,humidity,year,month,day_of_week,hour,quarter,is_weekend,comfort
23.718,60.385,2023,6,5,1,2,1,8
23.715,60.377,2023,6,5,2,2,1,8
23.716,60.358,2023,6,5,2,2,1,8
23.719,60.426,2023,6,5,2,2,1,8
23.712,60.435,2023,6,5,2,2,1,8
23.705,60.458,2023,6,5,2,2,1,8
23.705,60.46,2023,6,5,2,2,1,8
23.706,60.465,2023,6,5,2,2,1,8
23.704,60.531,2023,6,5,2,2,1,8
23.704,60.57,2023,6,5,2,2,1,8
23.7,60.539,2023,6,5,2,2,1,8
23.698,60.583,2023,6,5,2,2,1,8
23.695,60.612,2023,6,5,2,2,1,8
23.692,60.643,2023,6,5,2,2,1,8
23.69,60.785,2023,6,5,2,2,1,8
23.686,60.837,2023,6,5,2,2,1,8
23.679,60.845,2023,6,5,2,2,1,8
23.666,60.858,2023,6,5,2,2,1,8
23.655,60.843,2023,6,5,2,2,1,8
23.649,60.868,2023,6,5,2,2,1,8
23.642,60.944,2023,6,5,2,2,1,8
23.626,60.964,2023,6,5,2,2,1,8
23.612,60.978,2023,6,5,2,2,1,8
23.586,61.48,2023,6,5,2,2,1,8
23.419,62.143,2023,6,5,2,2,1,8
23.171,62.814,2023,6,5,2,2,1,8
22.915,63.615,2023,6,5,2,2,1,9
22.709,64.35,2023,6,5,2,2,1,9
22.571,64.772,2023,6,5,2,2,1,9
22.46,65.147,2023,6,5,2,2,1,9
22.373,65.432,2023,6,5,2,2,1,9
22.292,65.733,2023,6,5,3,2,1,9
22.22,66.077,2023,6,5,3,2,1,9
22.18,66.13,2023,6,5,3,2,1,9
22.158,66.161,2023,6,5,3,2,1,9
22.136,66.238,2023,6,5,3,2,1,9
22.116,66.27,2023,6,5,3,2,1,9
22.105,66.273,2023,6,5,3,2,1,9
22.086,66.273,2023,6,5,3,2,1,9
22.066,66.374,2023,6,5,3,2,1,9
22.039,66.418,2023,6,5,3,2,1,9
22.011,66.599,2023,6,5,3,2,1,9
21.986,66.686,2023,6,5,3,2,1,9
21.978,66.458,2023,6,5,3,2,1,9
21.965,65.949,2023,6,5,3,2,1,9
21.937,65.615,2023,6,5,3,2,1,9
21.918,65.54,2023,6,5,3,2,1,9
21.901,65.578,2023,6,5,3,2,1,9
21.893,65.626,2023,6,5,3,2,1,9
21.887,65.622,2023,6,5,3,2,1,9
21.881,65.645,2023,6,5,3,2,1,9
21.885,65.692,2023,6,5,3,2,1,9
21.902,65.772,2023,6,5,3,2,1,9
21.925,65.78,2023,6,5,3,2,1,9
21.953,65.777,2023,6,5,3,2,1,9
21.973,65.776,2023,6,5,3,2,1,9
21.981,65.775,2023,6,5,3,2,1,9
21.986,65.774,2023,6,5,3,2,1,9
21.985,65.735,2023,6,5,3,2,1,9
21.959,65.673,2023,6,5,3,2,1,9
21.92,65.723,2023,6,5,3,2,1,9
21.89,65.832,2023,6,5,4,2,1,9
21.864,65.906,2023,6,5,4,2,1,9
21.841,65.935,2023,6,5,4,2,1,9
21.831,65.938,2023,6,5,4,2,1,9
21.831,65.981,2023,6,5,4,2,1,9
21.846,66.015,2023,6,5,4,2,1,9
21.859,66.017,2023,6,5,4,2,1,9
21.876,65.925,2023,6,5,4,2,1,9
21.886,65.844,2023,6,5,4,2,1,9
21.897,65.788,2023,6,5,4,2,1,9
21.904,65.701,2023,6,5,4,2,1,9
21.902,65.666,2023,6,5,4,2,1,9
21.895,65.655,2023,6,5,4,2,1,9
21.884,65.687,2023,6,5,4,2,1,9
21.881,65.747,2023,6,5,4,2,1,9
21.891,65.697,2023,6,5,4,2,1,9
21.903,65.618,2023,6,5,4,2,1,9
21.914,65.535,2023,6,5,4,2,1,9
21.918,65.601,2023,6,5,4,2,1,9
21.911,65.614,2023,6,5,4,2,1,9
21.915,65.541,2023,6,5,4,2,1,9
21.927,65.524,2023,6,5,4,2,1,9
21.93,65.423,2023,6,5,4,2,1,9
21.918,65.399,2023,6,5,4,2,1,9
21.915,65.396,2023,6,5,4,2,1,9
21.912,65.4,2023,6,5,4,2,1,9
21.91,65.456,2023,6,5,4,2,1,9
21.921,65.413,2023,6,5,4,2,1,9
21.932,65.404,2023,6,5,4,2,1,9
21.936,65.394,2023,6,5,4,2,1,9
21.938,65.392,2023,6,5,5,2,1,9
21.933,65.393,2023,6,5,5,2,1,9
21.927,65.394,2023,6,5,5,2,1,9
21.902,65.446,2023,6,5,5,2,1,9
21.864,65.568,2023,6,5,5,2,1,9
21.811,65.73,2023,6,5,5,2,1,9
21.768,65.881,2023,6,5,5,2,1,9
21.735,66.017,2023,6,5,5,2,1,9
21.707,66.055,2023,6,5,5,2,1,9
21.695,66.159,2023,6,5,5,2,1,9
21.669,66.194,2023,6,5,5,2,1,9
21.644,66.299,2023,6,5,5,2,1,9
21.632,66.325,2023,6,5,5,2,1,9
21.62,66.366,2023,6,5,5,2,1,9
21.612,66.412,2023,6,5,5,2,1,9
21.612,66.412,2023,6,5,5,2,1,9
21.606,66.418,2023,6,5,5,2,1,9
21.601,66.453,2023,6,5,5,2,1,9
21.601,66.457,2023,6,5,5,2,1,9
21.61,66.458,2023,6,5,5,2,1,9
21.625,66.397,2023,6,5,5,2,1,9
21.653,66.329,2023,6,5,5,2,1,9
21.667,66.317,2023,6,5,5,2,1,9
21.673,66.293,2023,6,5,5,2,1,9
21.669,66.317,2023,6,5,5,2,1,9
21.667,66.321,2023,6,5,5,2,1,9
21.664,66.322,2023,6,5,5,2,1,9
21.658,66.435,2023,6,5,5,2,1,9
21.647,66.454,2023,6,5,5,2,1,9
21.639,66.46,2023,6,5,5,2,1,9
21.618,66.51,2023,6,5,6,2,1,9
21.602,66.568,2023,6,5,6,2,1,9
21.588,66.633,2023,6,5,6,2,1,9
21.577,66.655,2023,6,5,6,2,1,9
21.562,66.71,2023,6,5,6,2,1,9
21.534,66.726,2023,6,5,6,2,1,9
21.524,66.807,2023,6,5,6,2,1,9
21.523,66.849,2023,6,5,6,2,1,9
21.513,66.96,2023,6,5,6,2,1,9
21.505,67.01,2023,6,5,6,2,1,9
21.51,67.002,2023,6,5,6,2,1,9
21.508,67.008,2023,6,5,6,2,1,9
21.508,66.996,2023,6,5,6,2,1,9
21.514,66.986,2023,6,5,6,2,1,9
21.526,66.981,2023,6,5,6,2,1,9
21.528,66.982,2023,6,5,6,2,1,9
21.533,66.981,2023,6,5,6,2,1,9
21.549,66.98,2023,6,5,6,2,1,9
21.554,66.98,2023,6,5,6,2,1,9
21.561,66.979,2023,6,5,6,2,1,9
21.58,66.968,2023,6,5,6,2,1,9
21.593,66.867,2023,6,5,6,2,1,9
21.612,66.787,2023,6,5,6,2,1,9
21.631,66.725,2023,6,5,6,2,1,9
21.641,66.706,2023,6,5,6,2,1,9
21.645,66.624,2023,6,5,6,2,1,9
21.638,66.599,2023,6,5,6,2,1,9
21.635,66.645,2023,6,5,6,2,1,9
21.623,66.704,2023,6,5,6,2,1,9
21.621,66.771,2023,6,5,6,2,1,9
21.612,66.836,2023,6,5,7,2,1,9
21.609,66.912,2023,6,5,7,2,1,9
21.6,66.985,2023,6,5,7,2,1,9
21.595,67.076,2023,6,5,7,2,1,9
21.593,67.107,2023,6,5,7,2,1,9
21.597,67.104,2023,6,5,7,2,1,9
21.593,67.113,2023,6,5,7,2,1,9
21.604,67.152,2023,6,5,7,2,1,9
21.624,67.118,2023,6,5,7,2,1,9
21.625,66.994,2023,6,5,7,2,1,9
21.631,66.889,2023,6,5,7,2,1,9
21.622,66.958,2023,6,5,7,2,1,9
21.622,66.898,2023,6,5,7,2,1,9
21.624,66.889,2023,6,5,7,2,1,9
21.635,66.951,2023,6,5,7,2,1,9
21.66,66.825,2023,6,5,7,2,1,9
21.666,66.64,2023,6,5,7,2,1,9
21.669,66.588,2023,6,5,7,2,1,9
21.661,66.657,2023,6,5,7,2,1,9
21.667,66.661,2023,6,5,7,2,1,9
21.67,66.767,2023,6,5,7,2,1,9
21.679,66.72,2023,6,5,7,2,1,9
21.702,66.708,2023,6,5,7,2,1,9
21.704,66.712,2023,6,5,7,2,1,9
21.706,66.746,2023,6,5,7,2,1,9
21.707,66.815,2023,6,5,7,2,1,9
21.704,66.944,2023,6,5,7,2,1,9
21.723,66.957,2023,6,5,7,2,1,9
21.741,66.995,2023,6,5,7,2,1,9
21.77,67.068,2023,6,5,8,2,1,9
21.789,66.982,2023,6,5,8,2,1,9
21.816,66.9,2023,6,5,8,2,1,9
21.848,66.84,2023,6,5,8,2,1,9
21.877,66.834,2023,6,5,8,2,1,9
21.897,66.728,2023,6,5,8,2,1,9
21.921,66.628,2023,6,5,8,2,1,9
21.946,66.444,2023,6,5,8,2,1,9
21.963,66.45,2023,6,5,8,2,1,9
21.98,66.34,2023,6,5,8,2,1,9
21.995,66.25,2023,6,5,8,2,1,9
21.998,66.089,2023,6,5,8,2,1,9
22.021,66.054,2023,6,5,8,2,1,9
22.045,66.034,2023,6,5,8,2,1,9
22.084,65.88,2023,6,5,8,2,1,9
22.107,65.792,2023,6,5,8,2,1,9
22.146,65.757,2023,6,5,8,2,1,9
22.189,65.688,2023,6,5,8,2,1,9
22.2,65.666,2023,6,5,8,2,1,9
22.208,65.72,2023,6,5,8,2,1,9
22.233,65.639,2023,6,5,8,2,1,9
22.258,65.52,2023,6,5,8,2,1,9
22.276,65.46,2023,6,5,8,2,1,9
22.293,65.361,2023,6,5,8,2,1,9
22.297,65.349,2023,6,5,8,2,1,9
22.325,65.236,2023,6,5,8,2,1,9
22.316,65.207,2023,6,5,8,2,1,9
22.293,65.355,2023,6,5,8,2,1,9
22.296,65.465,2023,6,5,8,2,1,9
22.332,65.477,2023,6,5,8,2,1,9
22.373,65.339,2023,6,5,9,2,1,9
22.41,64.963,2023,6,5,9,2,1,9
22.43,64.842,2023,6,5,9,2,1,9
22.41,64.901,2023,6,5,9,2,1,9
22.401,65.024,2023,6,5,9,2,1,9
22.451,65.283,2023,6,5,9,2,1,9
22.587,64.707,2023,6,5,9,2,1,9
22.773,63.959,2023,6,5,9,2,1,9
22.968,63.348,2023,6,5,9,2,1,9
23.15,62.566,2023,6,5,9,2,1,9
23.316,62.038,2023,6,5,9,2,1,8
23.447,61.752,2023,6,5,9,2,1,8
23.573,61.491,2023,6,5,9,2,1,8
23.704,60.947,2023,6,5,9,2,1,8
23.791,60.634,2023,6,5,9,2,1,8
23.871,60.515,2023,6,5,9,2,1,8
23.956,60.323,2023,6,5,9,2,1,8
24.055,60.3,2023,6,5,9,2,1,8
24.152,60.152,2023,6,5,9,2,1,8
24.23,60.057,2023,6,5,9,2,1,8
24.317,59.93,2023,6,5,9,2,1,8
24.406,59.655,2023,6,5,9,2,1,8
24.458,59.407,2023,6,5,9,2,1,8
24.501,59.378,2023,6,5,9,2,1,8
24.572,59.281,2023,6,5,9,2,1,8
24.651,58.961,2023,6,5,9,2,1,8
24.696,58.864,2023,6,5,9,2,1,8
24.746,58.579,2023,6,5,9,2,1,8
24.754,58.496,2023,6,5,9,2,1,8
24.761,58.528,2023,6,5,9,2,1,8
24.796,58.597,2023,6,5,10,2,1,7
24.844,58.586,2023,6,5,10,2,1,7
24.91,58.397,2023,6,5,10,2,1,7
24.975,57.983,2023,6,5,10,2,1,7
25.039,57.712,2023,6,5,10,2,1,7
25.086,57.396,2023,6,5,10,2,1,7
25.133,57.281,2023,6,5,10,2,1,7
25.17,57.339,2023,6,5,10,2,1,7
25.218,57.516,2023,6,5,10,2,1,7
25.283,57.418,2023,6,5,10,2,1,7
25.34,57.006,2023,6,5,10,2,1,7
25.365,56.697,2023,6,5,10,2,1,7
25.366,56.918,2023,6,5,10,2,1,7
25.399,57.008,2023,6,5,10,2,1,7
25.444,56.86,2023,6,5,10,2,1,7
25.496,56.745,2023,6,5,10,2,1,7
25.543,56.673,2023,6,5,10,2,1,7
25.597,56.668,2023,6,5,10,2,1,7
25.665,56.697,2023,6,5,10,2,1,7
25.75,56.629,2023,6,5,10,2,1,7
25.849,56.302,2023,6,5,10,2,1,7
25.946,56.039,2023,6,5,10,2,1,6
26.044,55.772,2023,6,5,10,2,1,6
26.135,55.589,2023,6,5,10,2,1,6
26.225,55.404,2023,6,5,10,2,1,6
26.304,55.112,2023,6,5,10,2,1,6
26.377,54.584,2023,6,5,10,2,1,6
26.448,54.057,2023,6,5,10,2,1,6
26.507,52.998,2023,6,5,10,2,1,6
26.564,52.229,2023,6,5,10,2,1,6
26.65,52.48,2023,6,5,11,2,1,6
26.737,52.353,2023,6,5,11,2,1,6
26.81,51.632,2023,6,5,11,2,1,6
26.866,50.655,2023,6,5,11,2,1,6
26.922,50.638,2023,6,5,11,2,1,6
27.001,50.842,2023,6,5,11,2,1,5
27.071,50.83,2023,6,5,11,2,1,5
27.149,50.858,2023,6,5,11,2,1,5
27.214,50.094,2023,6,5,11,2,1,5
27.358,49.384,2023,6,5,11,2,1,5
27.405,48.678,2023,6,5,11,2,1,5
27.419,47.783,2023,6,5,11,2,1,5
27.446,47.491,2023,6,5,11,2,1,5
27.479,47.085,2023,6,5,11,2,1,5
27.518,46.633,2023,6,5,11,2,1,5
27.552,46.223,2023,6,5,11,2,1,5
27.584,46.302,2023,6,5,11,2,1,5
27.604,46.653,2023,6,5,11,2,1,5
27.598,46.552,2023,6,5,11,2,1,5
27.585,45.887,2023,6,5,11,2,1,5
27.537,45.969,2023,6,5,11,2,1,5
27.515,45.704,2023,6,5,11,2,1,5
27.479,45.287,2023,6,5,11,2,1,5
27.436,44.362,2023,6,5,11,2,1,5
27.394,44.654,2023,6,5,11,2,1,5
27.377,44.91,2023,6,5,11,2,1,5
27.376,45.223,2023,6,5,11,2,1,5
27.394,45.197,2023,6,5,11,2,1,5
27.413,45.117,2023,6,5,12,2,1,5
27.411,45.505,2023,6,5,12,2,1,5
27.418,45.422,2023,6,5,12,2,1,5
27.417,44.495,2023,6,5,12,2,1,5
27.412,44.28,2023,6,5,12,2,1,5
27.407,44.034,2023,6,5,12,2,1,5
27.408,43.586,2023,6,5,12,2,1,5
27.415,42.256,2023,6,5,12,2,1,5
27.438,41.679,2023,6,5,12,2,1,5
27.443,39.375,2023,6,5,12,2,1,5
27.426,39.383,2023,6,5,12,2,1,5
27.417,39.195,2023,6,5,12,2,1,5
27.414,39.833,2023,6,5,12,2,1,5
27.412,38.759,2023,6,5,12,2,1,5
27.412,39.204,2023,6,5,12,2,1,5
27.425,39.961,2023,6,5,12,2,1,5
27.424,38.074,2023,6,5,12,2,1,5
27.431,38.251,2023,6,5,12,2,1,5
27.44,38.478,2023,6,5,12,2,1,5
27.432,37.902,2023,6,5,12,2,1,5
27.439,37.855,2023,6,5,12,2,1,5
27.456,38.234,2023,6,5,12,2,1,5
27.485,38.663,2023,6,5,12,2,1,5
27.525,38.724,2023,6,5,12,2,1,5
27.554,39.414,2023,6,5,12,2,1,5
27.567,38.861,2023,6,5,12,2,1,5
27.575,38.702,2023,6,5,12,2,1,5
27.571,37.734,2023,6,5,12,2,1,5
27.569,37.86,2023,6,5,12,2,1,5
27.581,38.21,2023,6,5,12,2,1,5
27.598,38.874,2023,6,5,13,2,1,5
27.581,37.708,2023,6,5,13,2,1,5
27.58,37.375,2023,6,5,13,2,1,5
27.586,37.884,2023,6,5,13,2,1,5
27.594,37.624,2023,6,5,13,2,1,5
27.612,37.856,2023,6,5,13,2,1,5
27.634,38.413,2023,6,5,13,2,1,5
27.663,38.502,2023,6,5,13,2,1,5
27.689,38.105,2023,6,5,13,2,1,5
27.682,37.965,2023,6,5,13,2,1,5
27.668,37.036,2023,6,5,13,2,1,4
27.657,37.344,2023,6,5,13,2,1,4
27.67,37.612,2023,6,5,13,2,1,4
27.696,38.118,2023,6,5,13,2,1,5
27.732,38.607,2023,6,5,13,2,1,5
27.751,37.891,2023,6,5,13,2,1,4
27.751,37.747,2023,6,5,13,2,1,4
27.753,38.064,2023,6,5,13,2,1,4
27.76,37.812,2023,6,5,13,2,1,4
27.76,37.311,2023,6,5,13,2,1,4
27.753,37.412,2023,6,5,13,2,1,4
27.732,37.481,2023,6,5,13,2,1,4
27.722,38.773,2023,6,5,13,2,1,5
27.688,37.563,2023,6,5,13,2,1,4
27.652,36.518,2023,6,5,13,2,1,4
27.632,36.011,2023,6,5,13,2,1,4
27.598,35.436,2023,6,5,13,2,1,4
27.555,36.162,2023,6,5,13,2,1,4
27.508,35.203,2023,6,5,13,2,1,4
27.486,35.407,2023,6,5,13,2,1,4
27.481,35.065,2023,6,5,14,2,1,4
27.485,35.928,2023,6,5,14,2,1,4
27.517,36.349,2023,6,5,14,2,1,4
27.553,35.668,2023,6,5,14,2,1,4
27.549,35.15,2023,6,5,14,2,1,4
27.523,35.599,2023,6,5,14,2,1,4
27.512,35.771,2023,6,5,14,2,1,4
27.522,36.334,2023,6,5,14,2,1,4
27.505,36.787,2023,6,5,14,2,1,4
27.484,36.319,2023,6,5,14,2,1,4
27.474,35.587,2023,6,5,14,2,1,4
27.478,35.086,2023,6,5,14,2,1,4
27.487,33.945,2023,6,5,14,2,1,4
27.505,34.48,2023,6,5,14,2,1,4
27.532,34.995,2023,6,5,14,2,1,4
27.555,35.282,2023,6,5,14,2,1,4
27.58,35.403,2023,6,5,14,2,1,4
27.582,36.104,2023,6,5,14,2,1,4
27.55,35.917,2023,6,5,14,2,1,4
27.522,36.196,2023,6,5,14,2,1,4
27.524,36.765,2023,6,5,14,2,1,4
27.52,37.215,2023,6,5,14,2,1,5
27.5,37.878,2023,6,5,14,2,1,5
27.478,38.198,2023,6,5,14,2,1,5
27.469,38.566,2023,6,5,14,2,1,5
27.449,38.603,2023,6,5,14,2,1,5
27.431,38.847,2023,6,5,14,2,1,5
27.409,38.967,2023,6,5,14,2,1,5
27.384,39.247,2023,6,5,14,2,1,5
27.374,39.14,2023,6,5,15,2,1,5
27.37,38.915,2023,6,5,15,2,1,5
27.362,38.691,2023,6,5,15,2,1,5
27.349,38.296,2023,6,5,15,2,1,5
27.343,38.354,2023,6,5,15,2,1,5
27.343,38.004,2023,6,5,15,2,1,5
27.321,37.302,2023,6,5,15,2,1,5
27.271,37.537,2023,6,5,15,2,1,5
27.258,37.755,2023,6,5,15,2,1,5
27.259,37.748,2023,6,5,15,2,1,5
27.239,37.974,2023,6,5,15,2,1,5
27.216,38.199,2023,6,5,15,2,1,5
27.199,38.275,2023,6,5,15,2,1,5
27.194,38.399,2023,6,5,15,2,1,5
27.2,38.466,2023,6,5,15,2,1,5
27.209,38.473,2023,6,5,15,2,1,5
27.21,38.401,2023,6,5,15,2,1,5
27.17,38.226,2023,6,5,15,2,1,5
27.117,38.144,2023,6,5,15,2,1,5
27.07,38.193,2023,6,5,15,2,1,5
27.041,38.286,2023,6,5,15,2,1,5
27.006,38.401,2023,6,5,15,2,1,5
26.979,38.33,2023,6,5,15,2,1,5
26.968,38.53,2023,6,5,15,2,1,5
26.98,38.501,2023,6,5,15,2,1,5
26.987,38.377,2023,6,5,15,2,1,5
26.984,38.3,2023,6,5,15,2,1,5
26.959,37.847,2023,6,5,15,2,1,5
26.934,38.14,2023,6,5,15,2,1,5
26.925,38.224,2023,6,5,15,2,1,5
26.929,38.328,2023,6,5,16,2,1,5
26.958,38.479,2023,6,5,16,2,1,5
26.982,38.491,2023,6,5,16,2,1,5
26.978,38.116,2023,6,5,16,2,1,5
26.945,37.73,2023,6,5,16,2,1,5
26.899,37.735,2023,6,5,16,2,1,5
26.879,37.87,2023,6,5,16,2,1,5
26.856,37.888,2023,6,5,16,2,1,5
26.835,37.942,2023,6,5,16,2,1,5
26.846,37.996,2023,6,5,16,2,1,5
26.864,37.963,2023,6,5,16,2,1,5
26.883,37.688,2023,6,5,16,2,1,5
26.901,37.495,2023,6,5,16,2,1,5
26.929,37.462,2023,6,5,16,2,1,5
26.956,37.542,2023,6,5,16,2,1,5
26.988,37.62,2023,6,5,16,2,1,5
27.009,37.107,2023,6,5,16,2,1,5
27.022,36.937,2023,6,5,16,2,1,5
27.012,36.932,2023,6,5,16,2,1,5
27.004,37.043,2023,6,5,16,2,1,5
27.003,36.953,2023,6,5,16,2,1,5
27.01,36.959,2023,6,5,16,2,1,5
27.032,36.807,2023,6,5,16,2,1,5
27.039,36.643,2023,6,5,16,2,1,5
27.043,36.733,2023,6,5,16,2,1,5
27.044,36.537,2023,6,5,16,2,1,5
27.022,36.471,2023,6,5,16,2,1,5
27.014,36.764,2023,6,5,16,2,1,5
27.026,36.641,2023,6,5,16,2,1,5
27.031,36.276,2023,6,5,16,2,1,5
27.021,36.461,2023,6,5,17,2,1,5
27.027,36.417,2023,6,5,17,2,1,5
27.035,36.583,2023,6,5,17,2,1,5
27.044,36.572,2023,6,5,17,2,1,5
27.063,36.74,2023,6,5,17,2,1,5
27.078,36.548,2023,6,5,17,2,1,5
27.102,36.311,2023,6,5,17,2,1,5
27.114,36.061,2023,6,5,17,2,1,5
27.116,35.97,2023,6,5,17,2,1,5
27.123,35.883,2023,6,5,17,2,1,5
27.12,35.813,2023,6,5,17,2,1,5
27.121,35.615,2023,6,5,17,2,1,5
27.115,35.202,2023,6,5,17,2,1,5
27.092,34.922,2023,6,5,17,2,1,5
27.073,35.324,2023,6,5,17,2,1,5
27.069,35.806,2023,6,5,17,2,1,5
27.08,35.529,2023,6,5,17,2,1,5
27.094,35.37,2023,6,5,17,2,1,5
27.11,35.424,2023,6,5,17,2,1,5
27.142,35.557,2023,6,5,17,2,1,5
27.245,35.523,2023,6,5,17,2,1,4
27.274,35.212,2023,6,5,17,2,1,4
27.324,35.096,2023,6,5,17,2,1,4
27.354,34.491,2023,6,5,17,2,1,4
27.378,34.318,2023,6,5,17,2,1,4
27.402,34.284,2023,6,5,17,2,1,4
27.434,34.376,2023,6,5,17,2,1,4
27.473,34.78,2023,6,5,17,2,1,4
27.505,34.926,2023,6,5,17,2,1,4
27.521,35.049,2023,6,5,18,2,1,4
27.525,35.24,2023,6,5,18,2,1,4
27.52,35.463,2023,6,5,18,2,1,4
27.528,35.34,2023,6,5,18,2,1,4
27.523,34.966,2023,6,5,18,2,1,4
27.502,34.431,2023,6,5,18,2,1,4
27.491,34.559,2023,6,5,18,2,1,4
27.505,34.592,2023,6,5,18,2,1,4
27.527,34.29,2023,6,5,18,2,1,4
27.552,34.509,2023,6,5,18,2,1,4
27.575,34.681,2023,6,5,18,2,1,4
27.59,34.466,2023,6,5,18,2,1,4
27.612,34.445,2023,6,5,18,2,1,4
27.626,34.434,2023,6,5,18,2,1,4
27.636,34.353,2023,6,5,18,2,1,4
27.642,34.235,2023,6,5,18,2,1,4
27.653,33.506,2023,6,5,18,2,1,4
27.659,33.37,2023,6,5,18,2,1,4
27.674,33.16,2023,6,5,18,2,1,4
27.699,33.028,2023,6,5,18,2,1,4
27.718,32.523,2023,6,5,18,2,1,4
27.727,32.104,2023,6,5,18,2,1,3
27.737,32.457,2023,6,5,18,2,1,3
27.752,32.469,2023,6,5,18,2,1,3
27.771,32.68,2023,6,5,18,2,1,3
27.801,32.882,2023,6,5,18,2,1,3
27.812,32.851,2023,6,5,18,2,1,3
27.801,32.561,2023,6,5,18,2,1,3
27.785,32.373,2023,6,5,18,2,1,3
27.758,31.85,2023,6,5,18,2,1,3
27.731,31.811,2023,6,5,19,2,1,3
27.715,32.146,2023,6,5,19,2,1,3
27.707,32.236,2023,6,5,19,2,1,3
27.7,31.846,2023,6,5,19,2,1,3
27.681,31.865,2023,6,5,19,2,1,3
27.67,31.968,2023,6,5,19,2,1,3
27.662,31.878,2023,6,5,19,2,1,3
27.654,31.597,2023,6,5,19,2,1,3
27.655,31.783,2023,6,5,19,2,1,3
27.653,31.382,2023,6,5,19,2,1,3
27.637,31.415,2023,6,5,19,2,1,3
27.613,31.376,2023,6,5,19,2,1,3
27.579,31.388,2023,6,5,19,2,1,3
27.563,31.706,2023,6,5,19,2,1,4
27.558,31.947,2023,6,5,19,2,1,4
27.555,31.954,2023,6,5,19,2,1,4
27.561,32.139,2023,6,5,19,2,1,4
27.553,32.22,2023,6,5,19,2,1,4
27.534,31.508,2023,6,5,19,2,1,3
27.503,31.627,2023,6,5,19,2,1,4
27.506,31.757,2023,6,5,19,2,1,4
27.522,31.802,2023,6,5,19,2,1,4
27.54,31.797,2023,6,5,19,2,1,4
27.564,30.818,2023,6,5,19,2,1,3
27.566,30.857,2023,6,5,19,2,1,3
27.566,30.92,2023,6,5,19,2,1,3
27.563,30.83,2023,6,5,19,2,1,3
27.563,30.799,2023,6,5,19,2,1,3
27.57,31.006,2023,6,5,19,2,1,3
27.577,31.084,2023,6,5,19,2,1,3
27.581,30.576,2023,6,5,20,2,1,3
27.582,30.495,2023,6,5,20,2,1,3
27.591,30.074,2023,6,5,20,2,1,3
27.596,30.406,2023,6,5,20,2,1,3
27.601,30.468,2023,6,5,20,2,1,3
27.598,30.534,2023,6,5,20,2,1,3
27.594,30.507,2023,6,5,20,2,1,3
27.585,30.414,2023,6,5,20,2,1,3
27.589,30.545,2023,6,5,20,2,1,3
27.599,30.461,2023,6,5,20,2,1,3
27.597,30.645,2023,6,5,20,2,1,3
27.594,30.688,2023,6,5,20,2,1,3
27.598,30.78,2023,6,5,20,2,1,3
27.598,30.932,2023,6,5,20,2,1,3
27.593,31.05,2023,6,5,20,2,1,3
27.592,31.631,2023,6,5,20,2,1,3
27.597,33.375,2023,6,5,20,2,1,4
27.601,34.184,2023,6,5,20,2,1,4
27.621,34.959,2023,6,5,20,2,1,4
27.632,35.559,2023,6,5,20,2,1,4
27.651,35.958,2023,6,5,20,2,1,4
27.673,36.212,2023,6,5,20,2,1,4
27.697,36.259,2023,6,5,20,2,1,4
27.703,35.975,2023,6,5,20,2,1,4
27.672,36.128,2023,6,5,20,2,1,4
27.659,36.299,2023,6,5,20,2,1,4
27.652,36.086,2023,6,5,20,2,1,4
27.646,36.168,2023,6,5,20,2,1,4
27.65,36.178,2023,6,5,20,2,1,4
27.639,35.986,2023,6,5,20,2,1,4
27.63,36.246,2023,6,5,21,2,1,4
27.635,36.36,2023,6,5,21,2,1,4
27.636,36.338,2023,6,5,21,2,1,4
27.636,36.391,2023,6,5,21,2,1,4
27.638,36.412,2023,6,5,21,2,1,4
27.645,36.418,2023,6,5,21,2,1,4
27.649,36.517,2023,6,5,21,2,1,4
27.652,36.657,2023,6,5,21,2,1,4
27.65,36.746,2023,6,5,21,2,1,4
27.639,36.66,2023,6,5,21,2,1,4
27.629,36.727,2023,6,5,21,2,1,4
27.621,36.611,2023,6,5,21,2,1,4
27.614,36.577,2023,6,5,21,2,1,4
27.604,36.756,2023,6,5,21,2,1,4
27.595,36.739,2023,6,5,21,2,1,4
27.589,36.775,2023,6,5,21,2,1,4
27.579,38.264,2023,6,5,21,2,1,5
27.569,37.398,2023,6,5,21,2,1,5
27.555,36.997,2023,6,5,21,2,1,4
27.536,36.916,2023,6,5,21,2,1,4
27.505,36.914,2023,6,5,21,2,1,4
27.482,36.952,2023,6,5,21,2,1,5
27.461,37.06,2023,6,5,21,2,1,5
27.443,37.211,2023,6,5,21,2,1,5
27.421,37.294,2023,6,5,21,2,1,5
27.403,37.441,2023,6,5,21,2,1,5
27.381,37.664,2023,6,5,21,2,1,5
27.356,37.69,2023,6,5,21,2,1,5
27.328,37.771,2023,6,5,21,2,1,5
27.305,37.949,2023,6,5,21,2,1,5
27.285,38.142,2023,6,5,22,2,1,5
27.265,38.147,2023,6,5,22,2,1,5
27.24,38.238,2023,6,5,22,2,1,5
27.223,38.31,2023,6,5,22,2,1,5
27.215,38.347,2023,6,5,22,2,1,5
27.196,38.442,2023,6,5,22,2,1,5
27.181,38.46,2023,6,5,22,2,1,5
27.163,38.546,2023,6,5,22,2,1,5
27.143,38.757,2023,6,5,22,2,1,5
27.128,38.837,2023,6,5,22,2,1,5
27.125,38.854,2023,6,5,22,2,1,5
